price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type,price_crore
22100000,ready to move,2336,9500,4 bhk apartment in bestech park view ananda,sector 81,properties for sale in gurgaon,FALSE,4,bestech park view ananda,bestech,apartment,0.0221
54500000,ready to move,3117,17500,3 bhk apartment in m3m polo suites,sector 65,search my property,FALSE,3,m3m polo suites,m3m,apartment,0.0545
66700000,ready to move,3515,19000,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.0667
61000000,ready to move,3215,19000,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.061
77800000,ready to move,4096,19000,4 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,4,m3m golf estate,m3m,apartment,0.0778
68500000,ready to move,3916,17500,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.0685
27200000,ready to move,1600,17000,3 bhk apartment in emaar emerald floors premier,sector 65,search my property,FALSE,3,emaar emerald floors premier,emaar,apartment,0.0272
44800000,ready to move,2939,15243,4 bhk apartment in unitech the close south,sector 50,search my property,FALSE,4,unitech the close south,unitech,apartment,0.0448
29300000,ready to move,1721,17024,4 bhk apartment in dhoot time residency,sector 63,search my property,FALSE,4,dhoot time residency,dhoot,apartment,0.0293
77200000,ready to move,2858,27011,4 bhk apartment in dlf the belaire,sector 54,search my property,FALSE,4,dlf the belaire,dlf,apartment,0.0772
45000000,ready to move,2500,18000,4 bhk apartment in dlf hamilton court,sector 27,search my property,FALSE,4,dlf hamilton court,dlf,apartment,0.045
49600000,ready to move,2047,24230,3 bhk apartment in m3m merlin,sector 67,search my property,FALSE,3,m3m merl,m3m,apartment,0.0496
41200000,ready to move,2500,16500,4 bhk apartment in dlf the ultima,sector 81,search my property,FALSE,4,dlf the ultima,dlf,apartment,0.0412
114300000,ready to move,6350,18000,4 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,4,m3m golf estate,m3m,apartment,0.1143
26000000,ready to move,1799,14500,3 bhk apartment in dlf the primus,sector 82a,search my property,FALSE,3,dlf the primus,dlf,apartment,0.026
30900000,ready to move,2370,13037,3 bhk apartment in satya the legend,sector 57,search my property,FALSE,3,satya the legend,satya,apartment,0.0309
37800000,ready to move,2100,18000,4 bhk apartment in emaar palm drive,sector 66,search my property,FALSE,4,emaar palm drive,emaar,apartment,0.0378
42500000,ready to move,4128,10295,4 bhk apartment in tdi ourania,sector 53,search my property,FALSE,4,tdi ourania,tdi,apartment,0.0425
39900000,ready to move,1632,24500,3 bhk apartment in mahindra luminare,sector 59,home,FALSE,3,mah,mah,apartment,0.0399
31200000,ready to move,2400,13000,3 bhk apartment in ambience lagoon,sector 24,property in gurgaon,FALSE,3,ambience lagoon,ambience,apartment,0.0312
18200000,ready to move,1590,11500,3 bhk apartment in central park aqua front towers,sector 33 sohna,properties for sale in gurgaon,FALSE,3,central park aqua front towers,central,apartment,0.0182
59300000,ready to move,2595,22851,3 bhk apartment in conscient hines elevate,sector 59,search my property,FALSE,3,conscient h,conscient,apartment,0.0593
27500000,ready to move,1776,15500,4 bhk apartment in dlf regency park ii,sector 27,search my property,FALSE,4,dlf regency park ii,dlf,apartment,0.0275
34700000,ready to move,2107,16500,3 bhk apartment in dlf the ultima,sector 81,home,FALSE,3,dlf the ultima,dlf,apartment,0.0347
80700000,ready to move,4750,17000,5 bhk apartment in tata primanti,sector 72,property in gurgaon,FALSE,5,tata primanti,tata,apartment,0.0807
49800000,ready to move,2768,18000,4 bhk apartment in ireo skyon,sector 60,properties for sale in gurgaon,FALSE,4,ireo skyon,ireo,apartment,0.0498
26500000,ready to move,2475,10707,4 bhk independent floor,sector 41,search my property,FALSE,4,outside socity,outside,plot,0.0265
27100000,ready to move,2162,12534,4 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,search my property,FALSE,4,shapoorji pallonji joyville phase 1,shapoorji,apartment,0.0271
44600000,ready to move,1860,24000,3 bhk apartment in ambience caitriona,sector 24,search my property,FALSE,3,ambience caitriona,ambience,apartment,0.0446
52900000,ready to move,2645,20000,3 bhk apartment in parsvnath exotica,sector 53,search my property,FALSE,3,parsvnath exotica,parsvnath,apartment,0.0529
34800000,ready to move,1740,20000,4 bhk apartment in dlf wellington estate,sector 53,search my property,FALSE,4,dlf well,dlf,apartment,0.0348
97200000,ready to move,2700,36000,4 bhk apartment in dlf park place,sector 54,search my property,FALSE,4,dlf park place,dlf,apartment,0.0972
22000000,ready to move,2200,10000,4 bhk independent floor in 4s 4s aradhya homes,sector 67,search my property,FALSE,4,4s 4s aradhya homes,4s,floor,0.022
60300000,ready to move,3310,18217,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.0603
43400000,ready to move,2550,17019,4 bhk apartment in tata primanti,sector 72,search my property,FALSE,4,tata primanti,tata,apartment,0.0434
36500000,ready to move,2145,17016,3 bhk apartment in tata primanti,sector 72,search my property,FALSE,3,tata primanti,tata,apartment,0.0365
51200000,ready to move,2900,17679,3 bhk apartment in m3m golf estate,sector 65,search my property,FALSE,3,m3m golf estate,m3m,apartment,0.0512
24400000,ready to move,3800,6444,4 bhk independent floor in tgs luxury builderfloor sector 57 199,sector 57,search my property,FALSE,4,tgs luxury builderfloor sector 57 199,tgs,floor,0.0244
150000000,ready to move,6000,25000,5 bhk apartment in abw la lagune,sector 54,search my property,FALSE,5,abw la lagune,abw,apartment,0.15
39000000,ready to move,2400,16250,4 bhk independent floor in suncity sun city,sector 54,search my property,FALSE,4,suncity sun city,suncity,floor,0.039
22000000,ready to move,1890,11640,3 bhk independent floor,sector 49,search my property,FALSE,3,outside socity,outside,plot,0.022
68600000,ready to move,3150,21808,5 bhk villa in eldeco mansionz,sector 48,search my property,FALSE,5,eldeco mansionz,eldeco,villa,0.0686
20000000,ready to move,2000,10000,3 bhk apartment in mahindra aura,sector 110a,search my property,FALSE,3,mah,mah,apartment,0.02
71600000,ready to move,3980,18000,4 bhk apartment in m3m golf estate,sector 65,home,FALSE,4,m3m golf estate,m3m,apartment,0.0716
65100000,ready to move,3106,20980,4 bhk apartment in mahindra luminare phase 3 tower b,sector 59,property in gurgaon,FALSE,4,mah,mah,apartment,0.0651
54100000,ready to move,2850,19000,3 bhk apartment in m3m golf estate,sector 65,properties for sale in gurgaon,FALSE,3,m3m golf estate,m3m,apartment,0.0541
33000000,ready to move,2273,14518,4 bhk apartment in dlf the primus,sector 82a,search my property,FALSE,4,dlf the primus,dlf,apartment,0.033
43000000,ready to move,3309,12994,4 bhk apartment in unitech harmony,sector 50,search my property,FALSE,4,unitech harmony,unitech,apartment,0.043
40000000,ready to move,1900,21052,3 bhk apartment in emaar palm drive,sector 66,search my property,FALSE,3,emaar palm drive,emaar,apartment,0.04
37200000,ready to move,3103,11988,4 bhk apartment in m3m merlin,sector 67,search my property,FALSE,4,m3m merl,m3m,apartment,0.0372
39900000,ready to move,1632,24500,3 bhk apartment in mahindra luminare,sector 59,search my property,FALSE,3,mah,mah,apartment,0.0399
95400000,ready to move,3975,24000,4 bhk apartment in ambience caitriona,sector 24,home,FALSE,4,ambience caitriona,ambience,apartment,0.0954
41700000,ready to move,2527,16501,4 bhk apartment in conscient heritage one,sector 62,property in gurgaon,FALSE,4,conscient heritage one,conscient,apartment,0.0417
88000000,ready to move,6775,13000,5 bhk apartment in tata raisina residency,sector 59,properties for sale in gurgaon,FALSE,5,tata rais,tata,apartment,0.088
34700000,ready to move,2170,16000,4 bhk apartment in vipul greens,sector 48,search my property,FALSE,4,vipul greens,vipul,apartment,0.0347
22100000,ready to move,2336,9500,4 bhk apartment in bestech park view ananda,sector 81,search my property,FALSE,4,bestech park view ananda,bestech,apartment,0.0221
15000000,under construction,1250,12000,2 bhk apartment in godrej zenith,sector 89,search my property,TRUE,2,godrej zenith,godrej,apartment,0.015
20000000,ready to move,2000,10000,3 bhk independent floor in gc ultra modern luxurious floor,sector 56,search my property,FALSE,3,gc ultra modern luxurious floor,gc,floor,0.02
40000000,ready to move,4500,8888,4 bhk independent floor in gc ultra modern luxurious floor,sector 56,search my property,FALSE,4,gc ultra modern luxurious floor,gc,floor,0.04
25000000,ready to move,2700,9259,3 bhk independent floor in gc ultra modern luxurious floor,sector 56,corporate solutions,FALSE,3,gc ultra modern luxurious floor,gc,floor,0.025
23000000,ready to move,2700,8518,4 bhk independent floor in gc ultra modern luxurious floor,sector 56,gc homes,FALSE,4,gc ultra modern luxurious floor,gc,floor,0.023
45000000,ready to move,4500,10000,4 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,FALSE,4,gc ultra premium luxurious floors,gc,apartment,0.045
20000000,ready to move,1650,12121,3 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,FALSE,3,gc ultra premium luxurious floors,gc,apartment,0.02
25000000,ready to move,2700,9259,3 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,FALSE,3,gc ultra premium luxurious floors,gc,apartment,0.025
27000000,ready to move,2700,10000,4 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,FALSE,4,gc ultra premium luxurious floors,gc,apartment,0.027
17000000,ready to move,1800,9444,3 bhk independent floor in gc premium independent floors,sector 67,home,FALSE,3,gc premium independent floors,gc,floor,0.017
20000000,ready to move,2400,8333,4 bhk independent floor in gc premium independent floors,sector 67,property in gurgaon,FALSE,4,gc premium independent floors,gc,floor,0.02
23500000,ready to move,2500,9400,3 bhk independent floor in gc premium independent floors,sector 67,properties for sale in gurgaon,FALSE,3,gc premium independent floors,gc,floor,0.0235
30000000,ready to move,4000,7500,4 bhk independent floor in gc premium independent floors,sector 67,gc homes,FALSE,4,gc premium independent floors,gc,floor,0.03
21200000,ready to move,2122,10000,4 bhk apartment in eldeco accolade,sector 2 sohna,gc homes,FALSE,4,eldeco accolade,eldeco,apartment,0.0212
17500000,ready to move,1751,10000,3 bhk apartment in eldeco accolade,sector 2 sohna,gc homes,FALSE,3,eldeco accolade,eldeco,apartment,0.0175
17500000,ready to move,1751,10000,3 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,FALSE,3,eldeco accolade,eldeco,apartment,0.0175
14500000,ready to move,1457,10000,2 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,FALSE,2,eldeco accolade,eldeco,apartment,0.0145
21200000,ready to move,2122,10000,3 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,FALSE,3,eldeco accolade,eldeco,apartment,0.0212
12600000,ready to move,1269,10000,2 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,FALSE,2,eldeco accolade,eldeco,apartment,0.0126
12600000,ready to move,1264,10000,2 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,FALSE,2,eldeco accolade,eldeco,apartment,0.0126
12100000,ready to move,1300,9320,2 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,2,pareena mi casa,pareena,apartment,0.0121
11600000,ready to move,1245,9320,2 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,2,pareena mi casa,pareena,apartment,0.0116
18600000,ready to move,1999,9320,3 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,3,pareena mi casa,pareena,apartment,0.0186
9320000,ready to move,1000,9320,2 bhk apartment in pareena mi casa,sector 68,home,FALSE,2,pareena mi casa,pareena,apartment,0.00932
11600000,ready to move,1245,9320,2 bhk apartment in pareena mi casa,sector 68,property in gurgaon,FALSE,2,pareena mi casa,pareena,apartment,0.0116
18600000,ready to move,1999,9320,3 bhk apartment in pareena mi casa,sector 68,properties for sale in gurgaon,FALSE,3,pareena mi casa,pareena,apartment,0.0186
15800000,ready to move,1705,9320,3 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,3,pareena mi casa,pareena,apartment,0.0158
9320000,ready to move,1000,9320,2 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,2,pareena mi casa,pareena,apartment,0.00932
15300000,ready to move,1650,9320,3 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,3,pareena mi casa,pareena,apartment,0.0153
9786000,ready to move,1050,9320,2 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,2,pareena mi casa,pareena,apartment,0.009786
13800000,ready to move,1483,9320,3 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,3,pareena mi casa,pareena,apartment,0.0138
12500000,ready to move,1350,9320,2 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,2,pareena mi casa,pareena,apartment,0.0125
8061000,ready to move,865,9320,2 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,2,pareena mi casa,pareena,apartment,0.008061
13900000,ready to move,1500,9320,3 bhk apartment in pareena mi casa,sector 68,aab realty,FALSE,3,pareena mi casa,pareena,apartment,0.0139
14000000,ready to move,1050,13333,2 bhk apartment in reputed builder hewo apartments ii,sector 56,aab realty,FALSE,2,reputed builder hewo apartments ii,reputed,apartment,0.014
12500000,ready to move,1805,6950,3 bhk independent floor,palam vihar,aab realty,FALSE,3,outside socity,outside,plot,0.0125
81100000,new,5643,14389,residential plot in bptp astaire garden plots,sector 70a,home,FALSE,0,bptp astaire garden plots,bptp,plot,0.0811
45300000,new,3150,14389,residential plot in bptp astaire garden plots,sector 70a,property in gurgaon,FALSE,0,bptp astaire garden plots,bptp,plot,0.0453
103600000,new,7200,14389,residential plot in bptp astaire garden plots,sector 70a,properties for sale in gurgaon,FALSE,0,bptp astaire garden plots,bptp,plot,0.1036
43200000,new,3006,14389,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0432
37500000,new,2610,14388,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0375
61100000,new,4248,14389,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0611
64700000,new,4500,14389,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0647
33600000,new,2340,14389,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0336
139300000,new,9684,14388,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.1393
97900000,new,6804,14388,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0979
70500000,new,4905,14389,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0705
77900000,new,5418,14388,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0779
32300000,new,2250,14389,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0323
25300000,new,1764,14389,residential plot in bptp astaire garden plots,sector 70a,property master,FALSE,0,bptp astaire garden plots,bptp,plot,0.0253
